,Date,Authentication,Description,Rating
164,2022-06-24,,"I guess BA has selected the lowest budget option   The customer service of British Airways is really bad. You can't reach any call centre agent even after waiting for 30 mins. Now, I really appreciate Emirates and Turkish Airlines after facing BA's low quality customer service. Not only the customer service but the food they offer during a long haul (LDN-JNB) is really low quality. Other airline operators which are working with Do&Co for flight catering are way better than BA. I guess BA has selected the lowest budget option from Do&Co. Overall my rating is 2/5 for BA - you can feel how stingy BA is when you fly with them. Note: Respect to their cabin crew",0.1
165,2022-06-23,Verified,"Good old times of being a glamour flying BA has far gone  BA is still charging premium airlines fares however delivering nothing better than what a low cost offers. Seat does not recline, legroom is minimal causing anyone taller than 1.60m a torture to fly as being in a sardine can. Good old times of being a glamour flying BA has far gone. Ground force almost reduced to 0, only a very cheap pack of crispy and water. The only positive side is the cabin crew always there for you and happy, or well pretending at least. For the price they charge I advise every passenger to fly any other low cost airline as an alternative. You pay extra for absolutely nothing.",0.4
166,2022-06-23,Verified,"food choice and quality was poor   This a new route which BA introduced at the beginning of June after several years of Covid related delays. The business class experience was I fear typical of the nickel & dime policies introduced by the airline over the past decade. Plus - helpful and friendly FA. Minuses - The cabin was fairly cramped with six seats across. Each pod had surprisingly little room with only very limited storage space. It was hard to adjust the seat, particularly getting it to lie flat - even the FA found it difficult. The in-flight entertainment was very limited with a poor choice of films, TV programmes and music. The food choice and quality was poor - one of the three mains was unavailable and my pea and mushroom risotto was almost inedible: the cheese selection was also poor. I don't know what the business class offerings from BA's rivals flying similar routes are like, but the experience does not match up to that provided by Singapore Airlines on their flights to the Far East and Australasia.",0.1
167,2022-06-22,Verified,"BA standards continue to slip   As a regular BA customer on European flights, it is sad but true to note that standards continue to slip, particularly ground service at LHR and the atrocious handling of delays. Staff at the entrance to the First Wing was brusque to put it mildly, rude to be accurate. Flight boarded at 1835 for a 1900 departure. 45 mins later, 4 late customers were allowed to board, and not a single PA or apology from the flight deck or crew. The benefit of low cost airlines is they they don't hang around for latecomers, sadly BA is in a time warp over this. BA pilots used to be some of the best for updating status, but this has dropped dramatically in the last 2-3 years. The food standards and choices in the T5 First Lounge are one of the items that have been improved post Covid. Inflight service on this short 2h 40m flight was a light dinner tray, only 2 choices by row 3 - with 32 passengers in Club Europe only 4 salad options were available. No printed menu offered and the cabin staff explained he had only been given 10 menus for 32 customers. It appears there is no supply control in place at BA. Food quality was okay, but while Do&Co supply this, the Do&Co meals on Turkish Airlines remain superior to what BA manages (I flew Turkish 10 days ago). Staff service was perfunctory, but no attempt to interact with any customers in Club Europe cabin. I end where I started, BA standards continue to slip.",0.4
168,2022-06-20,,"Right now do not use British Airways   Right now do not use British Airways. When booking, person said we would have enough time between the connection flight to final destination, but he was wrong. Flight to London was late, we auto missed our flight to Edinburgh, and had to wait 9 hours for the next flight. Coming back once again flight leaving was late, had to run to get connecting flight, then we sat on tarmac for an hour because luggage had to go on so I thought good, that is probably my luggage. Once back in Boston luggage did not show up. They said we would get it within 24 hours and we didn't, so far it will be at least 2 days.",0.5
169,2022-06-19,,"never use this company again   I could very much understand losing my luggage for 8 days with how airports are doing. This was a risk I was well aware about when travelling to Greece for my wedding. However, in my many attempts to receive communication from this company, it has been nothing but disappointment and upset. The company at one point was picking up and immediately hanging up on my husband. The most recent time I have called them, is because I requested an agent from the luggage team give me a timeline of my bag’s location, the man on the phone verbatim stated: “and if I don’t?”. After this he proceeded to tell me my bag was in Edmonton with WestJet, and that this was “not his problem”, before saying “hold” and not taking me off hold. I did not book with WestJet/nor is this Westjet’s luggage issue (they have been amazing when I have called them and have given me the most info out of everyone). I will never use this company again nor will anyone that I am close to. This has been completely disheartening. Please please do not use this company if you would like your travel to have any chance of going smoothly or any chance of receiving adequate or even any information or communication. I have never in my life been treated like this as a customer before.",0.1
170,2022-06-02,,"provide a hassle free flight to my son   My son travelled alone for the first time to pursue his studies and we were very concerned about any issues he might have especially reading the reviews about the airlines.. But his flight was experience was good with no delays and reached Toronto in time. We are thankful to British Airways to provide a hassle free flight to my son, especially after the troubles the airlines have gone through due to pandemic. Unfortunately, people with good experiences do not post their reviews skewing the reviews negatively. The flight was very expensive though as we booked late, after being dumped by Air Canada / Swiss air, after they cancelled their flight at the last moment.",0.5
171,2022-06-01,Verified,"finally agreed to refund my baggage charge   As a seasoned traveller and a loyal BA customer I am appalled at the company’s recent drop in standards. We were booked to fly from ZHR-LHR on a miles ticket in February 2022. When we arrived at check in several hours before our scheduled departure we were informed that we would have to pay for our baggage even though our ticket clearly included free checked baggage. We were held at check in for over an hour whilst the check in agent went to consult with her manager who then confirmed that we would have to pay to check in our baggage. We have no option but to pay this charge however as a result of this delay at check in arrived at the gate to find that our flight had closed. As this was the last flight of the day we were forced to find expensive overnight hotel accommodation. I tried contact BA Customer Services after this incident on numerous occasion however they didn’t bothered to respond. At the 3rd attempt, after I cc the CEO on my complaint I got a one line response saying that there was no free baggage included with our ticket. At this point I got my solicitor to write a letter and they finally agreed to refund my baggage charge. However they are refusing to compensate me for the missed flight and the considerable expenses and loss that I incurred as a result of their mistake.",0.9
172,2022-05-30,,"Crew were good but lacked the personal touch   Boarding on time, but unfortunately from ORT’s worst boarding gate, which obviously was beyond BA’s control. Crew were good but lacked the personal touch. Old style ying yang business class with total lack of storage space, and the 777 was showing it’s age. However we were told the aircraft was being taken out of service the following week to be upgraded to the new club suites. The cabin crew were good, food ok, wines a little disappointing. Overall a decent flight.",0.1
173,2022-05-30,Verified,"do not recommend this airline   Flight delays can happen, but the way BA handles such incidents in just way beyond. Our flight was delayed overnight, our connecting flight was missed, the overall delay resulted in more than 48 hours. Rechecking our bags took 4 hours standing in line. A rebooking to an earlier connection was denied, be it online or at the counter. Will certainly never fly BA again and do not recommend this airline.",0.8
174,2022-05-30,Verified,"I will never use them again   Check in easy at BGI due to us checking flightradar24 and finding the flight was delayed by nearly 2 hours, no notification from the airlines so other passengers arrived earlier. Easy boarding in sequence numbers. Seat is a joke for 8 hour flight, no leg room on isle seat of 4, the seat in front frame blocks you stretching your legs and once the passenger in front reclines its even worse. Food is mediocre with poor choice and all of the drink choices had run out before the stewardess had arrived to my seat (only choice Coca-Cola, water or red wine. The connecting flight from LHR - MAN was cancelled with no contact from the airline, I only found out trying to book a seat on the return legs, with no alternative flight provided. We had to privately book a taxi from LHR to Manchester for 4 persons as this worked out cheaper than the train. The outbound flight was also a farce, no mention of Terminal change at LHR from 5 to 3, so quick turnaround changing terminals was chaotic and stressful for older relatives travelling with us. Overall shocking from British Airways and can guarantee I will never use them again.",0.1
175,2022-05-27,,"they should be ashamed   British Airways - Travel with Confidence. Probably the most unsuitable tag line, they should be ashamed. Back in October I booked a holiday to Punta Cana with BA only to have it cancelled early in 2022. Late last year I also booked Heathrow to Malaga for a family wedding in May. Guess what, a few weeks ago that also got cancelled. I had the chance to rebook with BA but with so many cancellations planned I was not willing to take the risk of not making my destination for such an important event, so applied for and received a refund. I have now also asked for my Executive Club account to be closed as I shall no longer be wasting my time booking with such a shambles of an airline. My suggestion is if you want to 'travel with confidence' choose another airline. Any airline.",0.1
176,2022-05-24,,economy style with an unsold middle seat   Business class seating shown as a 2x2 configuration on the website is economy style with an unsold middle seat - not much more comfortable than economy. Meal service started with three options but was down to 2 options by row 5 (out of 8 in business class) and by row 6 where we were seated only one of us had 2 options then only grilled tofu was available for the rest of business class.,0.1
177,2022-05-23,Verified,Amsterdam is the worst airport I have experienced   We arrived 3 and half hours before our flight the queues to BA was terrible. The airport security lines were not managed well. The gate was closing as we arrived after jogging to the gate (with asthma). It was by far the worst travelling experience i have ever had that i have experienced. All the airlines should put out a warning that you should arrive at least 4 hours before to have an enjoyable experience. Amsterdam is the worst airport I have experienced.,0.2
178,2022-05-19,Verified,"They actually give me a voucher   BA says that tickets are flexible and cancellation is free within 24 hrs. That reality is an absolutely miserable alternative. 8 hours after booking, I need to change my flight. I assume I will get a refund like their site says I will - that was apparently a lie. They actually give me a voucher. To request the voucher I have to sign away that I agree to the voucher despite not knowing how much money they will refund me and I might not get it for a week.  I am panicked so I try calling them. Of course, calling them does nothing. The hotline says that they are too busy. This happens again and again. So, I give up, submit the request online despite no guarantee of amount or timing. Luckily it shows up quickly, and I rebook. Then I need to change my booking again. I go to request a voucher again. This time the voucher code doesn't work on the website when I enter it. So here I am needing to rebook with a useless voucher. Finally I call the executive class phone line (which I am not a member of) and then eventually pick up and agree to help me. They do some thing on their back end and tell me that they will send the information to their booking department who will contact me in 72 hours.",0.1
179,2022-05-18,,"battling a long overdue refund   I have been battling a long overdue refund with BA regarding a flight originally booked in 2019... The flight was cancelled, a voucher was issued, another flight was booked using this voucher, and then again cancelled. After trying to use the voucher for a new flight, BA kept advising I couldn't as the voucher had been used. I asked them to check the status of that flight (as it never left) and the agent advised she didn't have access to that information. Two years in, I managed to speak to someone who recognised that either a voucher or refund was due and made a note on my record. I then decided to pursue a refund, as felt this would be less problematic. BA have acknowledged they owe me a refund. One phone call they said it will be with me in 18 working days. I then chased when it was long overdue. I was then told it will be with me in 21 working days. The refund never came. I try regularly to get through to Customer Service for the automated system to advise no agents are available. I have also sent two follow up messages via the case reference link they sent me, requesting an update, but with no response. Honestly feel very let down by BA who up until this, I felt were the more trustworthy and reliable airline. I suspect they will have ruined many trusted relationships with customers by now.",0.1
180,2022-04-29,Verified,thank you for the great service   I would like to thank you for the great service. I am a handicap and my family and I were afraid of this trip because I was flying alone and had a layover in London of a few hours. I had to change terminals and everything but thanks to a great service my trip was amazing. They took great care of me and made sure I was doing well throughout the whole flight.,0.5
181,2022-04-28,Verified,"food was first class, nothing was too much for the staff  I connected into Madrid on Iberia and wrote a scathing review of their awful long haul business class service. British Airways short haul business class was in a totally different class. The cabin had 10 rows of seats in BC, a record for me. The staff met us at the door in a very cheerful way and this was a sign of the highly professional way they would continue to look after us throughout the flight. The messaging from cabin crew and flight crew was excellent. The food was first class, nothing was too much for the staff. Why, oh why can two members of the same company offer such different levels of sift and hard service? My thought is that it must be ingrained in the ethics of the company. British Airways keep up the good work, (it would be better if you had proper business class seats like some of your European competitors) overall you made me feel proud to be a Brit.",1.0
182,2022-04-27,,"Overall a very pleasant trip   We flew from Dubrovnik to Heathrow on the 24th April 2022. Check in was very fast and we cleared security in about 15 minute, we made our way up to the lounge which just has the basic essentials but was clean and spacious. When boarding time came we had priority boarding and was the first few to board, welcomed by the cabin crew and given wipes, once seated we left more or less on tme had the safety brief taxiing for take off. Once airborne it was soon time for the drinks and meal services, choice of 3 main meal options which was very good, served by very friendly crew, the captain kept us informed about the progress of the journey arrived at Heathrow slightly early. Overall a very pleasant trip. We will be flying again with British Airways",0.8
183,2022-04-24,Verified,"have lost all patience with this airline   I have always chosen to not make a big deal of the poor service, delays, dirty aircraft, over packed lounges, cabin crew etc experienced over the years but have lost all patience with this airline. Having paid almost £1K extra to change our return flight for the family, to get a flight at a specific time, BA cancelled this and placed us on another flight almost 10 hours later. There was no option to get any of the other available flights. The business class lounge at LHR was packed with hardly any space to move. The aircraft was filthy with food wrapping papers on my seat and floor. The seats were uncomfortable. Food for business class passengers included bread rolls passed in a basket. The poor level of hygiene, overcrowding, delays, cancellations makes this the worst airline I have had to endure.",1.0
184,2022-04-23,Verified,"BA have no intention of resolving this  Business lounge was closed at Pisa airport which was probably beyond the control of British Airways but as it had been closed since January the least British Airways could have done would have issued their customers who paid for this service vouchers to be used at the airport, I complained about this to BA and as compensation they said they would credit my account with 10000 Avios points which I felt was an adequate compensation and at that point felt BA had handled the situation in a prompt and professional manner. However that was seven weeks ago and no Avios points have been added to my account, I have called their call centre multiple times at one point being put on hold for an hour to put through to the right department, when the phone was answered I was told it was the wrong department and to phone a number which was read out to me which was the same number I was calling! This scenario has replayed itself probably about twenty times now, it is clear that BA have no intention of resolving this and are just making their customer go round in circles before they give up, This airline is absolutely appalling in the way it treats its customers.",0.1
185,2022-04-20,,"absolutely shocking service   Our Good Friday flight was delayed by 5hours, STD 12.50 ATD 18.00 TO Durban, South Africa from Johannesburg. There were no announcements made, when approached no time frame was given, they simply didn't know. An aircraft had to be towed from a hanger at Johannesburg. Crew arrived late. The aircraft was filthy. We shall never fly Comair again that includes Kulula or BA absolutely shocking service.",0.1
186,2022-04-20,,was a really bad experience   We had a trip with 4 flights included. All 4 flights were delayed. The worst with 2h15min. Also one flight was cancelled and we were rebooked to a 4h earlier flight loosing 4h of our short vacation. No explanation or compensation was given for the cancelled flights or delays. I expected a lot better as I have earlier used BA with good results. This was a really bad experience and I will avoid using BA for any further travels.,0.1
187,2022-04-20,,"lots of space and privacy, very good seat   My first time in the new Club World suite. Excellent, lots of space and privacy, very good seat. I doubt if this can be bettered. Good staff as ever. My only quibble is that the food is all served at once. BA needs to roll this out quickly!",0.1
188,2022-04-16,Verified,"been an appalling experience   I had an Incredible rude check in staff at the British Airways counter in Nice on 16th April 2022. Zero empathy towards me a struggling customer. Second situation happened when we arrived into Nice Terminal 1 on BA0262 13 April where my luggage did not make it on the same flight as me and had to put my details down for delivery. When our luggage arrived at Nice airport the day after and received an email from the AVIA Partner lost and found (British Airways Partner) at 13:14PM informing us that our luggage has now arrived in Nice. After multiple emails back and forth with emphasis on we were strongly expressing that I did not have clothes or shoes to wear and that we only had 3 short days in Monaco, it was vital we received the luggage ASAP, the lady replied “If it is so important why don’t you come and pick it up here at the airport or send your driver to pick it up” despite the fact that a proper delivery address was supplied to them from the very beginning. This has been an appalling experience.",0.9
189,2022-04-15,Verified,"such terrible customer service   We booked a business class flight with Qantas from Melbourne to Glasgow via London. As Qantas fly to Heathrow, British Airways is their partner airline so we were automatically booked on BA from Heathrow to Glasgow. We booked this flight in October however 2 days before we were due to leave, we received an email from British Airways, advising that our flight from Heathrow to Glasgow has been cancelled. To help us out the email said, they had however booked us on another flight leaving from London City Airport, which is 26 miles from Heathrow Airport and the flight is going to Edinburgh, not Glasgow. Not sure how we were supposed to get from Glasgow, additionally it is in economy, not business class even though we had booked business class originally. We booked this as one connecting flight so British Airways know that we have just travelled 22 hours from Australia. There was no mention in the email about compensation for the change of class or additional travel costs in getting to another airport, nothing about possibly not accepting the flight given it was obviously never going to work for us and no contact details for British Airways. They also sent the email on Good Friday so even when I did eventually find a contact number, their office was closed. I have never experienced such terrible customer service with any airline I have ever flow on and I can guarantee I will never fly British Airways again.",0.1
190,2022-04-04,Verified,Service was good but food not so  Very small plane for a busy route. Service was good but food not so. Ran out of a lot and options left were not good. Cabin crew for BA actually really friendly.,0.5
191,2022-04-04,Verified,"still no refunds 3 months on   BA continue to charge a premium for the most disgusting service, provided by people who shouldn't be in customer service, on tired, dirty and cramped aircraft. Out of 11 flights this year, not one has managed to depart or arrive at their destinations on-time. Including having 3 business class tickets cancelled and an alternative in economy being offered, still no refunds 3 months on and had a flight late and missed connection, so BA cancelled the rest of my ticket, leaving me stranded in the US.",0.7
192,2022-04-04,Verified,"old Club Class a huge disappointment   Flew back on BA0254 Bridgetown to Heathrow in the old Club Class. A huge disappointment after going out in the new Club Class suites - the end of this awful yin and yang seating can't come soon enough. Even tried to pay BA's extortionate pre-booking rate for our seats - none left to choose even weeks ahead. My wife and I were stuck in the middle 2 seats of 4 - 13E and F. Good job it was an overnighter so we managed to sleep a bit and not have to climb over our neighbours very often. The March film selection so not good. Not particularly friendly FA who insisted face masks must be worn even though BA's policy has changed regarding flying back to a non-mask wearing destination (ie. London). Sort it out BA. Took off 20 minutes late but big tailwind so more than made up the time on a relatively smooth flight. Dinner not to bad but breakfast - fairly dire. My wife's smoked salmon bagel was dreadful. As usual when BA is good, it's really good but when it's bad it's awful. I recommend hesitatingly - come on BA, be great again. We pay a lot for ""premium"" seats.",0.1
193,2022-04-04,,"Spent an hour checking in   The worst budget airline I’ve ever used! Far worse than Ryanair and I refuse to fly with them even though they’re basically free. BA charge about 10x as much as other budgets but have the worst service. Spent an hour checking in because their outdated computers crashed. They left us sat on the plane for over 2 hours because they couldn’t connect to the internet, then left 50% of our luggage behind because they would have had to refund everyone’s flights if they waited another 10 mins for the other luggage trolleys to arrive. It took three days to return it and cost us £100s. Then on return I’ve now been sat here nearly two hours and there’s no sign of our luggage again. I don’t know how a company can be this incompetent but I’ll be pursuing for compensation. I have some free flights from Amex but I won’t be using them because it’s not worth going through this again.",0.5
194,2022-04-03,Verified,"Onboard 10/10, getting to be onboard 1/10  First, the actual flights are fine and the staff on all 3 flights (ZRH-LHR, GVA-LHR & LHR-ZRH), first 2 in Economy, are absolutely fine, chatty and friendly, they are a credit to the company. The infrastructure however is appalling. ZRH-LHR impossible to check-in online and just 2 staff to check-in everyone for 2 flights resulting in mislabelled luggage and an hour delay to sort this out. GVA-LHR, 2.5hrs late as no-one at LHR to tow the aircraft to the gate. LHR-ZRH, 50mins late due to slow gate staff. Even when you check-in online you have to queue at the airport to get the actual boarding pass! There are more examples, and for this reason, until they sort out their stressed ground staff, it is impossible to recommend this airline. Onboard 10/10, getting to be onboard 1/10.",0.1
195,2022-04-03,Verified,"Food and service appalling   Have not flown economy with BA for years, what a shock! Hard uncomfortable seats, small aged tv screens with limited inflight entertainment. Food and service appalling. 13hr plus flight, no socks, eye shades, ear plug amenity pack. And no antibacterial wipes offered. Wi-Fi advertised but not available on flight. Paid premium money for a budget airline, more akin to Easy Jet, RyanAir or JetStar. My last time travelling with BA after more than 18 years of flying with them. BA you really do need to buck up your service and become the flagship Service you used to be.",0.5
196,2022-04-02,Verified,"stop nickel and diming   Flew to Barbados 16 March on BA 255 in the new Club Class suite. A huge improvement on the old yin and yang Club Class which we unfortunately endured on the way back. Comfortable, big TV screen with high quality picture and good headphones, plenty of nooks and crannies for storing small items and very private. Nice friendly FA's (called by my name from the off) and pretty good drinks service with a good dinner served. Once again let down by a poor (at best) choice of movies on the in-flight entertainment system. Thank goodness the latest James Bond movie was showing. Took off and landed on time. Smooth flight. Only one letdown - the usual extortionate fee charged for pre-booking a seat. Come on BA, stop nickel and diming - it spoils what could be a really good Business Class product and after all we already pay quite a bit for the privilege. I recommend with the usual caveats.",0.2
197,2022-04-02,,"you can and need to do better than this   Very poor flight from Cape Town to London. After the chaos of Cape Town Airport passenger handling with incredibly long queues to get through security and then passport control taking nearly two hours in total we arrived at the lounge somewhat frazzled and were very happy to find a quiet area with decent wine and appropriate food choices for a break before boarding the flight. Boarding went well and we were seated and offered a small half full glass of champagne. The captain made an announcement to say that we were all aboard ahead of schedule and that the flight time would be shorter than scheduled but unfortunately this would mean our arrival would be too early to land due to the 6.00 am lifting of the overnight jet ban at Heathrow so we would have to wait on the ground for perhaps half an hour or so. This was no big deal. Then the captain announced that due to IT issues at Heathrow they could get not compile necessary paperwork so we would be delayed for an indefinite period. With the delay of uncertain duration one might have hoped for a further offering of champagne or other beverage in particularly for Business Class but this was not forthcoming. In the event take off was permitted quite soon after. The crew had distributed menus but then did a PA to say that there were changes to each of the main courses. A drinks order was taken for pre dinner drinks, for main course for dinner and choice of wine with dinner. Drinks and nuts were served circa 45 minutes after take off, in my case a small measure of white wine in the bottom of a pleasant and decent sized tumbler and my husband had another half glass of champagne. Dinner arrived on a single tray with a small measure of red wine in the tumbler. The food looked bland, unappetising and tasted the more so. The cheese (two small pieces) were sitting in a greasy pool of vinegary chutney. No top up of the wine was offered (we did ask for a second glass and it was provided on a very individualised basis) and coffee was not served since we had hit some mild turbulence. The flight was some 11 hours in duration and no other snacks or beverages were offered prior to breakfast which was provided separately to each passenger as they showed signs of being awake. Breakfast was slightly more edible than dinner. Coffee or tea were offered by individual mug, orange juice was available on request. Cabin crew were largely absent from the cabin except during the meal services but it must be said that they were extremely pleasant and were suitably responsive to requests for individual items. Come on British Airways you can and need to do better than this if you are to meet customer expectations and compete with other airlines on similar routes. For the cost of a business class ticket passengers are enjoying only additional space and seat comfort (flatbed) as a benefit over an economy ticket at or below 25% of the price paid for the premium cabin. Time was when flying in Business Class was real treat, no longer is this the case.",0.9
198,2022-03-31,,"the limited food served was bland   Our main complaint is that the limited food served was bland, barely edible, and by far the worst we’ve ever experienced compared to other airlines used in the past. The staff were friendly enough but they were rarely seen between meals. No snacks were offered during the flight. This is so different to every other airline we have used in the past. After 14 hours of flying the breakfast offered was a tiny, cold, stale, Ham and cheese roll and a small plain yoghurt with a couple of Oreos. If ever you decide to fly with them I suggest that you bring your own food. We certainly will on our return flight but will never use British Airways again.",0.4
199,2022-03-31,Verified,"Complete and utter chaos   Complete and utter chaos at Heathrow, yet again. Surely the CEO, Sean Doyle, must now take responsibility and step aside for the consistent and continuous IT problems that cause flights to be cancelled and delayed. The queue for the First Wing check in at 10am today was over 1 hour, and subsequent flight to Malaga 1.5 hrs late leaving the gate. Updated about the delays 3 times, but strangely not one person apologised or said sorry - BA seems to think this is normal practice nowadays. As Emerald OneWorld, I wish there was an alternative because BA has become intolerable, and this is after flying them for 55 years since BEA/BOAC days.",0.2
200,2022-03-11,Verified,"can't be reached on the phone   British Airways is getting worse an worse, my flight was 8 mins late. Luggage is taking hours to arrive.  No communication whatsoever from anyone. They can't be reached on the phone and answer with delays to emails, if they do. My app is crashing most of the times. They change the aircraft without notice, so even if you pay for a seat, the staff will say there is nothing they can do.",0.5
201,2022-03-11,Verified,downgraded at airport check in  Paid for 3 business class seats to London from New York. Got downgraded at airport check in because they overbooked business class. Couldn’t even provide compensation or a refund. Told I had to call customer service or submit a form. Unbelievable. Unacceptable. Never again.,0.1
202,2022-03-06,Verified,"Absolutely shambolic customer service   Absolutely shambolic customer service. The lounges at Heathrow are outdated and the service was terrible, waited over an hour for my chosen food/drink order to be brought to me. Ended up getting it myself and told off for doing so. On board product is average.",0.1
203,2022-03-06,Verified,"worst customer service   Our flight back to Athens (on a different airline) was very delayed, causing us to miss our first flight home. I understand that they were not required to help due to the delayed flight being a different airline. What's worse is that they went ahead and canceled our tickets for our connecting flight, which we would have been able to make based on another flight out we found, causing us to have to buy much more expensive tickets home that resulted in us having an overnight layover and having to buy a hotel room on top of ridiculously expensive last minute tickets. The absolute worst customer service I have ever dealt with, and I will never be flying with them again.",0.2
204,2022-03-05,Verified,"First time using BA premium and likely my last   Flight took off two hours late after what can only be described as a shambles at the airport. No airbridge to the aircraft which is not acceptable. The aircraft was better than the outbound flight, who screen was so small. After serving only about 2/3rd of the cabin, no first choice. Only a vegetarian dish or a chicken dish from the economy cabin. The airline must know that vegetarians will order a meal, so why include it as a choice. Also, to offer a roll of ham/cheese for breakfast after a 12 hour flight is cost saving. A hot breakfast should be offered. With only 90 minutes between my connecting flight, due to late arrival, I made staff aware. Whilst they let me and others passengers of the flight first, there was no staff to assist in getting us to our flight. It was a struggle to get my connecting flight. On arriving in Glasgow, got txt to say my bags did not make the flight. First time using BA premium and likely my last.",0.1
205,2022-03-04,Verified,"the most shambolic customer support   There was a mistake on my booking made by BA. Got an email to say ""contact us to discuss"". Took over 30 contact attempts spanning 7 hours and still not resolved. Absolutely the most shambolic customer support I have ever experienced. Still waiting for the call back I was promised 2 weeks ago.",0.6
206,2022-03-03,Verified,"smacks of continued cost-cutting  The economy cabin was surprisingly underpopulated on this flight, with only about 30 passengers, but business class was three-quarters full. Boarding was therefore mercifully quick and take-off on schedule. Sadly, BA59 makes use of the old Club World product, which now seems like a step back in time after experiencing the new Club Suite on BA42/43. There are some good points about the old Club World - the drawer capable of taking a laptop and the more comfortable seat when flat - but other than those, it's an embarrassment. The tiny, poorly responsive screen is almost beyond belief. Service was perfunctory and the meal service conformed to the current, overly cautious, post-Covid requirements, with everything served at the same time. This does mean that the meal is over and done with relatively speedily, but it's a lacklustre experience in contrast to BA's competitors and smacks of continued cost-cutting. Queues for the three toilets in business class were unacceptable at times and there was limited attention paid to keeping them clean. Arrival was on schedule, but Covid paperwork processing meant that it was an hour before we were able to collect our baggage.",0.1
207,2022-03-02,Verified,"continues to go downhill   British Airways continues to go downhill. We flew business class and the experience was like economy from 20 years ago except you can have a glass of champagne. We were packed in full 3x3 seats because of IT issue the day before. Even if weren’t, the Seat pitch and width is the same as economy. Gone are the little pretend tables in the middle seat to give some illusion of style. The food was dreadful. The in flight service was unsophisticated. BA used to have an acceptable European business class. They don’t any more. Other European airlines offer much better in flight experience in business class in comparison. BA is taking premium and frequent flyers for granted and treating us like mugs. How I miss the politeness of old BA business class from around 5 years ago, how I used to look forward to it, the small gestures like hanging up a coat, giving you a hot towel, having nice food, being served from the galley, rather than from the manky trolley. COVID is not the reason - this is years of cost cutting and the result is dreadful.",0.5
208,2022-02-28,Verified,"this flight was excellent   Outstanding! From the warm, smiling welcome on board, this flight was excellent. The in flight crew were friendly, attentive and very professional. Detailed announcements from the flight deck as well. Food and wine all very good indeed. The Premium Economy product on BA is also very good. Comfortable seats, foot and leg rests and decent recline. FR superior to any other airline on other Atlantic routes.",0.5
209,2022-02-26,Verified,"scrapped the mandatory wearing of face masks   British Airways has scrapped the mandatory wearing of face masks onboard flights, although they pretend publicly that the policy remains. BA454 from London to Malaga on 25th February, and across 6 visible rows around me there were 7 out of 24 passengers wearing face masks - and I was one of them. This was long after the meal / drinks service had been cleared, and remained like that as we landed and deplaned. Cabin crew were frequently up and down the aisles and not a word was said to any of these non compliant passengers, or as they left the aircraft with staff bidding them farewell. I guess they are too scared to remind people to follow the rules?",0.9
210,2022-01-25,Verified,"Performance of the flight deck was up to its usual high standard  Boarding was slow and uncomfortable on account of the lack air-con at the gate. The Club Suite cabins were about 3/4 full, but the rest of the plane can't have been much more than 20% occupancy. Whether this is the reason why cabin crew on the flight were cut to the bare minimum is hard to say, but they certainly had to work hard covering multiple cabins. Despite that, the drink and food service in business was efficient, and the current policy of serving all courses at once meant that dinner was done and dusted two hours after take-off, which is a real bonus on a night-time flight. However, the quality of the food remains mediocre at best and the pasta dish was almost inedible. The Club Suite is a big improvement on the ancient CW product, although storage is a funny arrangement of tiny compartments that invite losing a smartphone or two. One definitely misses the drawer at foot level in old CW. The large screen really improves the viewing experience and the whole IFE system was much more responsive. The new seats don't significantly aid sleeping, particularly as there's an obvious ridge at the level of the base of the spine. Waking up two hours before touchdown is definitely to be recommended in order to get breakfast over and to avoid the usual queues for the toilets. Performance of the flight deck was up to its usual high standard and arrival was twenty minutes ahead of schedule. Progress through border control was speedy but baggage collection was delayed for unspecified reasons. Overall, a good flight.",0.5
211,2022-01-25,Verified,"BA has a lot to do to regain its standing   Unfortunately having just flown in the new club world cabin this time we had an incredibly old plane. The good was the cabin crew who tried to make the trip as pleasant as possible. The bad was the in-flight entertainment, the screens were unwatchable when they worked, my wife’s didn’t, and post iPad era just don’t live up. The food was just about okay without being anything special but all served at once. Apparently the crew explained this is because of a shortage of staff. I’m afraid BA has a lot to do to regain its standing in the aviation world, the competition is too fierce now to sit on your laurels.",0.8
212,2022-01-19,,"Utterly appalling company   Utterly appalling company. We've flown with them two times now, and both times it's been a disaster. The first time: Return flight was delayed by over 24 hours. There was nobody at the gate to tell us this, so a large group of passengers had to roam round Dubai airport looking for BA staff. There were none. Eventually another airline told us to go down some unmarked stairs, where a very angry person told us it was our fault, and we should have been given a letter. We had no letter. They then put us on a bus to the other terminal. When we arrived, there was nobody to greet us. We were literally just left there. We had to, yet again, contact another airline, who managed to find us transport to the hotel. When we got there, we were told it was full and we couldn't choose our rooms. We were given a terrible, dirty, cramped room. Several times throughout the night we were called to tell us our flight had been moved. Eventually we got to board the next day. My tray table was broken, as was the window blind, and I didn't get a meal. No compensation was offered. The second time I need to reschedule my flight. The website assured me this was fine, but provided no link. I needed to phone up. If you need to phone BA, don't even bother trying. I never got to speak to anyone, and just ended up booking a hotel to wait for my flight rather than rescheduling. The food has been terrible, meagre portions given infrequently. My sandwich was inedible.",0.5
